iso_code,date,vaccine_name,total_vaccinations
KOR,2021/4/2,Pfizer/BioNTech,152865
KOR,2021/4/3,Johnson&Johnson,6220
KOR,2021/4/3,Moderna,24552
KOR,2021/4/3,Oxford/AstraZeneca,804212
KOR,2021/4/3,Pfizer/BioNTech,159963
KOR,2021/4/4,Johnson&Johnson,6264
KOR,2021/4/4,Moderna,24701
KOR,2021/4/4,Oxford/AstraZeneca,804293
KOR,2021/4/4,Pfizer/BioNTech,160998
KOR,2021/4/5,Johnson&Johnson,7322
KOR,2021/4/5,Moderna,25135
KOR,2021/4/5,Oxford/AstraZeneca,815375
KOR,2021/4/5,Pfizer/BioNTech,183171
KOR,2021/4/6,Johnson&Johnson,8269
KOR,2021/4/6,Moderna,25932
KOR,2021/4/6,Oxford/AstraZeneca,827813
KOR,2021/4/6,Pfizer/BioNTech,211209
KOR,2021/4/7,Johnson&Johnson,9646
KOR,2021/4/7,Moderna,26455
KOR,2021/4/7,Oxford/AstraZeneca,841237
KOR,2021/4/7,Pfizer/BioNTech,241232
KOR,2021/4/8,Johnson&Johnson,11047
KOR,2021/4/8,Moderna,27289
KOR,2021/4/8,Oxford/AstraZeneca,846496
KOR,2021/4/8,Pfizer/BioNTech,279898
KOR,2021/4/9,Johnson&Johnson,12678
KOR,2021/4/9,Moderna,27970
KOR,2021/4/9,Oxford/AstraZeneca,849688
KOR,2021/4/9,Pfizer/BioNTech,316068
KOR,2021/4/10,Johnson&Johnson,13418
KOR,2021/4/10,Moderna,28364
KOR,2021/4/10,Oxford/AstraZeneca,850189
KOR,2021/4/10,Pfizer/BioNTech,325984
KOR,2021/4/11,Johnson&Johnson,13512
KOR,2021/4/11,Moderna,28578
KOR,2021/4/11,Oxford/AstraZeneca,850232
KOR,2021/4/11,Pfizer/BioNTech,327086
KOR,2021/4/12,Johnson&Johnson,15203
KOR,2021/4/12,Moderna,29112
KOR,2021/4/12,Oxford/AstraZeneca,856393
KOR,2021/4/12,Pfizer/BioNTech,356955
KOR,2021/4/13,Johnson&Johnson,16223
KOR,2021/4/13,Moderna,29661
KOR,2021/4/13,Oxford/AstraZeneca,867467
KOR,2021/4/13,Pfizer/BioNTech,387439
KOR,2021/4/14,Johnson&Johnson,16232
KOR,2021/4/14,Moderna,30329
KOR,2021/4/14,Oxford/AstraZeneca,880583
KOR,2021/4/14,Pfizer/BioNTech,418457
KOR,2021/4/15,Johnson&Johnson,16237
KOR,2021/4/15,Moderna,30985
KOR,2021/4/15,Oxford/AstraZeneca,899227
KOR,2021/4/15,Pfizer/BioNTech,488200
KOR,2021/4/16,Johnson&Johnson,16252
KOR,2021/4/16,Moderna,31701
KOR,2021/4/16,Oxford/AstraZeneca,925648
KOR,2021/4/16,Pfizer/BioNTech,561099
KOR,2021/4/17,Johnson&Johnson,16256
KOR,2021/4/17,Moderna,32155
KOR,2021/4/17,Oxford/AstraZeneca,927030
KOR,2021/4/17,Pfizer/BioNTech,588841
KOR,2021/4/18,Johnson&Johnson,16261
KOR,2021/4/18,Moderna,32384
KOR,2021/4/18,Oxford/AstraZeneca,927071
KOR,2021/4/18,Pfizer/BioNTech,594300
KOR,2021/4/19,Johnson&Johnson,16266
KOR,2021/4/19,Moderna,32869
KOR,2021/4/19,Oxford/AstraZeneca,970455
KOR,2021/4/19,Pfizer/BioNTech,669175
KOR,2021/4/20,Johnson&Johnson,16270
KOR,2021/4/20,Moderna,33537
KOR,2021/4/20,Oxford/AstraZeneca,1018394
KOR,2021/4/20,Pfizer/BioNTech,747659
KOR,2021/4/21,Johnson&Johnson,16297
KOR,2021/4/21,Moderna,34273
KOR,2021/4/21,Oxford/AstraZeneca,1065636
KOR,2021/4/21,Pfizer/BioNTech,828578
KOR,2021/4/22,Johnson&Johnson,16300
KOR,2021/4/22,Moderna,35075
KOR,2021/4/22,Oxford/AstraZeneca,1118507
KOR,2021/4/22,Pfizer/BioNTech,920594
KOR,2021/4/23,Johnson&Johnson,16310
KOR,2021/4/23,Moderna,35760
KOR,2021/4/23,Oxford/AstraZeneca,1201330
KOR,2021/4/23,Pfizer/BioNTech,1012663
KOR,2021/4/24,Johnson&Johnson,16313
KOR,2021/4/24,Moderna,36188
KOR,2021/4/24,Oxford/AstraZeneca,1235499
KOR,2021/4/24,Pfizer/BioNTech,1048491
KOR,2021/4/25,Johnson&Johnson,16320
KOR,2021/4/25,Moderna,36402
KOR,2021/4/25,Oxford/AstraZeneca,1236795
KOR,2021/4/25,Pfizer/BioNTech,1054504
KOR,2021/4/26,Johnson&Johnson,16336
KOR,2021/4/26,Moderna,36853
KOR,2021/4/26,Oxford/AstraZeneca,1293652
KOR,2021/4/26,Pfizer/BioNTech,1156190
KOR,2021/4/27,Johnson&Johnson,16374
KOR,2021/4/27,Moderna,37410
KOR,2021/4/27,Oxford/AstraZeneca,1365881
KOR,2021/4/27,Pfizer/BioNTech,1275688
KOR,2021/4/28,Johnson&Johnson,16406
KOR,2021/4/28,Moderna,38003
KOR,2021/4/28,Oxford/AstraZeneca,1465267
KOR,2021/4/28,Pfizer/BioNTech,1420466
KOR,2021/4/29,Johnson&Johnson,16457
KOR,2021/4/29,Moderna,38614
KOR,2021/4/29,Oxford/AstraZeneca,1585507
KOR,2021/4/29,Pfizer/BioNTech,1582984
KOR,2021/4/30,Johnson&Johnson,17494
KOR,2021/4/30,Moderna,39205
KOR,2021/4/30,Oxford/AstraZeneca,1726966
KOR,2021/4/30,Pfizer/BioNTech,1739842
KOR,2021/5/1,Johnson&Johnson,17615
KOR,2021/5/1,Moderna,39567
KOR,2021/5/1,Oxford/AstraZeneca,1751038
KOR,2021/5/1,Pfizer/BioNTech,1763617
KOR,2021/5/2,Johnson&Johnson,17637
KOR,2021/5/2,Moderna,39767
KOR,2021/5/2,Oxford/AstraZeneca,1751455
KOR,2021/5/2,Pfizer/BioNTech,1765963
KOR,2021/5/3,Johnson&Johnson,18405
KOR,2021/5/3,Moderna,40153
KOR,2021/5/3,Oxford/AstraZeneca,1801755
KOR,2021/5/3,Pfizer/BioNTech,1829181
KOR,2021/5/4,Johnson&Johnson,19050
KOR,2021/5/4,Moderna,40705
KOR,2021/5/4,Oxford/AstraZeneca,1845551
KOR,2021/5/4,Pfizer/BioNTech,1888597
KOR,2021/5/5,Johnson&Johnson,19214
KOR,2021/5/5,Moderna,41518
KOR,2021/5/5,Oxford/AstraZeneca,1846359
KOR,2021/5/5,Pfizer/BioNTech,1918351
KOR,2021/5/6,Johnson&Johnson,19786
KOR,2021/5/6,Moderna,42025
KOR,2021/5/6,Oxford/AstraZeneca,1893082
KOR,2021/5/6,Pfizer/BioNTech,1998461
KOR,2021/5/7,Johnson&Johnson,20328
KOR,2021/5/7,Moderna,42569
KOR,2021/5/7,Oxford/AstraZeneca,1931450
KOR,2021/5/7,Pfizer/BioNTech,2080674
KOR,2021/5/8,Johnson&Johnson,20370
KOR,2021/5/8,Moderna,43041
KOR,2021/5/8,Oxford/AstraZeneca,1940809
KOR,2021/5/8,Pfizer/BioNTech,2110718
KOR,2021/5/9,Johnson&Johnson,20398
KOR,2021/5/9,Moderna,43250
KOR,2021/5/9,Oxford/AstraZeneca,1940849
KOR,2021/5/9,Pfizer/BioNTech,2116174
KOR,2021/5/10,Johnson&Johnson,20886
KOR,2021/5/10,Moderna,43816
KOR,2021/5/10,Oxford/AstraZeneca,1948071
KOR,2021/5/10,Pfizer/BioNTech,2196047
KOR,2021/5/11,Johnson&Johnson,21287
KOR,2021/5/11,Moderna,44397
KOR,2021/5/11,Oxford/AstraZeneca,1952456
KOR,2021/5/11,Pfizer/BioNTech,2277323
KOR,2021/5/12,Johnson&Johnson,21503
KOR,2021/5/12,Moderna,45150
KOR,2021/5/12,Oxford/AstraZeneca,1956087
KOR,2021/5/12,Pfizer/BioNTech,2359286
KOR,2021/5/13,Johnson&Johnson,21910
KOR,2021/5/13,Moderna,45652
KOR,2021/5/13,Oxford/AstraZeneca,1960126
KOR,2021/5/13,Pfizer/BioNTech,2438801
KOR,2021/5/14,Johnson&Johnson,22319
KOR,2021/5/14,Moderna,46311
KOR,2021/5/14,Oxford/AstraZeneca,1967641
KOR,2021/5/14,Pfizer/BioNTech,2519444
KOR,2021/5/15,Johnson&Johnson,22384
KOR,2021/5/15,Moderna,46752
KOR,2021/5/15,Oxford/AstraZeneca,1968354
KOR,2021/5/15,Pfizer/BioNTech,2550032
KOR,2021/5/16,Johnson&Johnson,22409
KOR,2021/5/16,Moderna,47028
KOR,2021/5/16,Oxford/AstraZeneca,1968451
KOR,2021/5/16,Pfizer/BioNTech,2555852
KOR,2021/5/17,Johnson&Johnson,22629
KOR,2021/5/17,Moderna,47392
KOR,2021/5/17,Oxford/AstraZeneca,1987080
KOR,2021/5/17,Pfizer/BioNTech,2646766
KOR,2021/5/18,Johnson&Johnson,22778
KOR,2021/5/18,Moderna,47861
KOR,2021/5/18,Oxford/AstraZeneca,2029784
KOR,2021/5/18,Pfizer/BioNTech,2752928
KOR,2021/5/19,Johnson&Johnson,22832
KOR,2021/5/19,Moderna,48462
KOR,2021/5/19,Oxford/AstraZeneca,2030992
KOR,2021/5/19,Pfizer/BioNTech,2843449
KOR,2021/5/20,Johnson&Johnson,23029
KOR,2021/5/20,Moderna,48987
KOR,2021/5/20,Oxford/AstraZeneca,2100174
KOR,2021/5/20,Pfizer/BioNTech,2988951
KOR,2021/5/21,Johnson&Johnson,23390
KOR,2021/5/21,Moderna,49495
KOR,2021/5/21,Oxford/AstraZeneca,2191566
KOR,2021/5/21,Pfizer/BioNTech,3129957
KOR,2021/5/22,Johnson&Johnson,23480
KOR,2021/5/22,Moderna,49836
KOR,2021/5/22,Oxford/AstraZeneca,2208557
KOR,2021/5/22,Pfizer/BioNTech,3154054
KOR,2021/5/23,Johnson&Johnson,23497
KOR,2021/5/23,Moderna,50044
KOR,2021/5/23,Oxford/AstraZeneca,2208917
KOR,2021/5/23,Pfizer/BioNTech,3157324
KOR,2021/5/24,Johnson&Johnson,23692
KOR,2021/5/24,Moderna,50379
KOR,2021/5/24,Oxford/AstraZeneca,2269638
KOR,2021/5/24,Pfizer/BioNTech,3266772
KOR,2021/5/25,Johnson&Johnson,23916
KOR,2021/5/25,Moderna,50765
KOR,2021/5/25,Oxford/AstraZeneca,2331191
KOR,2021/5/25,Pfizer/BioNTech,3371071
KOR,2021/5/26,Johnson&Johnson,24070
KOR,2021/5/26,Moderna,51144
KOR,2021/5/26,Oxford/AstraZeneca,2387574
KOR,2021/5/26,Pfizer/BioNTech,3465181
KOR,2021/5/27,Johnson&Johnson,24464
KOR,2021/5/27,Moderna,51517
KOR,2021/5/27,Oxford/AstraZeneca,3003780
KOR,2021/5/27,Pfizer/BioNTech,3555551
KOR,2021/5/28,Johnson&Johnson,24542
KOR,2021/5/28,Moderna,51973
KOR,2021/5/28,Oxford/AstraZeneca,3521087
KOR,2021/5/28,Pfizer/BioNTech,3640465
KOR,2021/5/29,Johnson&Johnson,24591
KOR,2021/5/29,Moderna,52240
KOR,2021/5/29,Oxford/AstraZeneca,3675602
KOR,2021/5/29,Pfizer/BioNTech,3658605
KOR,2021/5/30,Johnson&Johnson,24616
KOR,2021/5/30,Moderna,52402
KOR,2021/5/30,Oxford/AstraZeneca,3679771
KOR,2021/5/30,Pfizer/BioNTech,3660125
KOR,2021/5/31,Johnson&Johnson,24674
KOR,2021/5/31,Moderna,52546
KOR,2021/5/31,Oxford/AstraZeneca,3980767
KOR,2021/5/31,Pfizer/BioNTech,3765518
KOR,2021/6/1,Johnson&Johnson,24831
KOR,2021/6/1,Moderna,53114
KOR,2021/6/1,Oxford/AstraZeneca,4456644
KOR,2021/6/1,Pfizer/BioNTech,3874249
KOR,2021/6/2,Johnson&Johnson,24964
KOR,2021/6/2,Moderna,53395
KOR,2021/6/2,Oxford/AstraZeneca,4750603
KOR,2021/6/2,Pfizer/BioNTech,3979139
KOR,2021/6/3,Johnson&Johnson,25072
KOR,2021/6/3,Moderna,54204
KOR,2021/6/3,Oxford/AstraZeneca,5018030
KOR,2021/6/3,Pfizer/BioNTech,4075171
KOR,2021/6/4,Johnson&Johnson,25310
KOR,2021/6/4,Moderna,54509
KOR,2021/6/4,Oxford/AstraZeneca,5323790
KOR,2021/6/4,Pfizer/BioNTech,4163256
KOR,2021/6/5,Johnson&Johnson,25380
KOR,2021/6/5,Moderna,54787
KOR,2021/6/5,Oxford/AstraZeneca,5441221
KOR,2021/6/5,Pfizer/BioNTech,4187877
KOR,2021/6/6,Johnson&Johnson,25408
KOR,2021/6/6,Moderna,54855
KOR,2021/6/6,Oxford/AstraZeneca,5443684
KOR,2021/6/6,Pfizer/BioNTech,4189522
KOR,2021/6/7,Johnson&Johnson,25563
KOR,2021/6/7,Moderna,55100
KOR,2021/6/7,Oxford/AstraZeneca,6198771
KOR,2021/6/7,Pfizer/BioNTech,4338696
KOR,2021/6/8,Johnson&Johnson,25679
KOR,2021/6/8,Moderna,55481
KOR,2021/6/8,Oxford/AstraZeneca,6818728
KOR,2021/6/8,Pfizer/BioNTech,4478619
KOR,2021/6/9,Johnson&Johnson,25859
KOR,2021/6/9,Moderna,55743
KOR,2021/6/9,Oxford/AstraZeneca,7300292
KOR,2021/6/9,Pfizer/BioNTech,4603659
KOR,2021/6/10,Johnson&Johnson,278734
KOR,2021/6/10,Moderna,56348
KOR,2021/6/10,Oxford/AstraZeneca,7728128
KOR,2021/6/10,Pfizer/BioNTech,4714150
KOR,2021/6/11,Johnson&Johnson,481158
KOR,2021/6/11,Moderna,56654
KOR,2021/6/11,Oxford/AstraZeneca,8275902
KOR,2021/6/11,Pfizer/BioNTech,4818024
KOR,2021/6/12,Johnson&Johnson,595344
KOR,2021/6/12,Moderna,56849
KOR,2021/6/12,Oxford/AstraZeneca,8532969
KOR,2021/6/12,Pfizer/BioNTech,4839678
KOR,2021/6/13,Johnson&Johnson,607145
KOR,2021/6/13,Moderna,56979
KOR,2021/6/13,Oxford/AstraZeneca,8548498
KOR,2021/6/13,Pfizer/BioNTech,4841293
KOR,2021/6/14,Johnson&Johnson,779487
KOR,2021/6/14,Moderna,57232
KOR,2021/6/14,Oxford/AstraZeneca,9118865
KOR,2021/6/14,Pfizer/BioNTech,4942324
KOR,2021/6/15,Johnson&Johnson,892172
KOR,2021/6/15,Moderna,57540
KOR,2021/6/15,Oxford/AstraZeneca,9617056
KOR,2021/6/15,Pfizer/BioNTech,5062766
KOR,2021/6/16,Johnson&Johnson,1070279
KOR,2021/6/16,Moderna,57744
KOR,2021/6/16,Oxford/AstraZeneca,9975007
KOR,2021/6/16,Pfizer/BioNTech,5188528
KOR,2021/6/17,Johnson&Johnson,1096525
KOR,2021/6/17,Moderna,58107
KOR,2021/6/17,Oxford/AstraZeneca,10352889
KOR,2021/6/17,Pfizer/BioNTech,5321317
KOR,2021/6/18,Johnson&Johnson,1127818
KOR,2021/6/18,Moderna,58658
KOR,2021/6/18,Oxford/AstraZeneca,10813100
KOR,2021/6/18,Pfizer/BioNTech,5456335
KOR,2021/6/19,Johnson&Johnson,1146914
KOR,2021/6/19,Moderna,58858
KOR,2021/6/19,Oxford/AstraZeneca,11002075
KOR,2021/6/19,Pfizer/BioNTech,5481116
KOR,2021/6/20,Johnson&Johnson,1147359
KOR,2021/6/20,Moderna,59040
KOR,2021/6/20,Oxford/AstraZeneca,11002289
KOR,2021/6/20,Pfizer/BioNTech,5482984
KOR,2021/6/21,Johnson&Johnson,1151124
KOR,2021/6/21,Moderna,60084
KOR,2021/6/21,Oxford/AstraZeneca,11016479
KOR,2021/6/21,Pfizer/BioNTech,5619371
KOR,2021/6/22,Johnson&Johnson,1154106
KOR,2021/6/22,Moderna,61507
KOR,2021/6/22,Oxford/AstraZeneca,11032943
KOR,2021/6/22,Pfizer/BioNTech,5763070
KOR,2021/6/23,Johnson&Johnson,1155636
KOR,2021/6/23,Moderna,64936
KOR,2021/6/23,Oxford/AstraZeneca,11048116
KOR,2021/6/23,Pfizer/BioNTech,5900002
KOR,2021/6/24,Johnson&Johnson,1156461
KOR,2021/6/24,Moderna,68806
KOR,2021/6/24,Oxford/AstraZeneca,11062007
KOR,2021/6/24,Pfizer/BioNTech,6029590
KOR,2021/6/25,Johnson&Johnson,1157126
KOR,2021/6/25,Moderna,79115
KOR,2021/6/25,Oxford/AstraZeneca,11076831
KOR,2021/6/25,Pfizer/BioNTech,6161293
KOR,2021/6/26,Johnson&Johnson,1157300
KOR,2021/6/26,Moderna,80268
KOR,2021/6/26,Oxford/AstraZeneca,11077651
KOR,2021/6/26,Pfizer/BioNTech,6194899
KOR,2021/6/27,Johnson&Johnson,1157355
KOR,2021/6/27,Moderna,80540
KOR,2021/6/27,Oxford/AstraZeneca,11077833
KOR,2021/6/27,Pfizer/BioNTech,6196616
KOR,2021/6/28,Johnson&Johnson,1158330
KOR,2021/6/28,Moderna,85473
KOR,2021/6/28,Oxford/AstraZeneca,11086245
KOR,2021/6/28,Pfizer/BioNTech,6335080
KOR,2021/6/29,Johnson&Johnson,1159449
KOR,2021/6/29,Moderna,94299
KOR,2021/6/29,Oxford/AstraZeneca,11098054
KOR,2021/6/29,Pfizer/BioNTech,6469164
KOR,2021/6/30,Johnson&Johnson,1160732
KOR,2021/6/30,Moderna,100292
KOR,2021/6/30,Oxford/AstraZeneca,11109895
KOR,2021/6/30,Pfizer/BioNTech,6596323
KOR,2021/7/1,Johnson&Johnson,1161936
KOR,2021/7/1,Moderna,102020
KOR,2021/7/1,Oxford/AstraZeneca,11123596
KOR,2021/7/1,Pfizer/BioNTech,6701982
KOR,2021/7/2,Johnson&Johnson,1163151
KOR,2021/7/2,Moderna,104045
KOR,2021/7/2,Oxford/AstraZeneca,11142361
KOR,2021/7/2,Pfizer/BioNTech,6803878
KOR,2021/7/3,Johnson&Johnson,1163606
KOR,2021/7/3,Moderna,105336
KOR,2021/7/3,Oxford/AstraZeneca,11143285
KOR,2021/7/3,Pfizer/BioNTech,6820840
KOR,2021/7/4,Johnson&Johnson,1163640
KOR,2021/7/4,Moderna,105593
KOR,2021/7/4,Oxford/AstraZeneca,11143354
KOR,2021/7/4,Pfizer/BioNTech,6822484
KOR,2021/7/5,Johnson&Johnson,1163697
KOR,2021/7/5,Moderna,109206
KOR,2021/7/5,Oxford/AstraZeneca,11149173
KOR,2021/7/5,Pfizer/BioNTech,6945361
KOR,2021/7/6,Johnson&Johnson,1163803
KOR,2021/7/6,Moderna,114252
KOR,2021/7/6,Oxford/AstraZeneca,11156176
KOR,2021/7/6,Pfizer/BioNTech,7063422
KOR,2021/7/7,Johnson&Johnson,1163955
KOR,2021/7/7,Moderna,118847
KOR,2021/7/7,Oxford/AstraZeneca,11163333
KOR,2021/7/7,Pfizer/BioNTech,7176979
KOR,2021/7/8,Johnson&Johnson,1164077
KOR,2021/7/8,Moderna,124424
KOR,2021/7/8,Oxford/AstraZeneca,11172397
KOR,2021/7/8,Pfizer/BioNTech,7307670
KOR,2021/7/9,Johnson&Johnson,1164200
KOR,2021/7/9,Moderna,131705
KOR,2021/7/9,Oxford/AstraZeneca,11184112
KOR,2021/7/9,Pfizer/BioNTech,7497100
KOR,2021/7/10,Johnson&Johnson,1164268
KOR,2021/7/10,Moderna,132151
KOR,2021/7/10,Oxford/AstraZeneca,11184668
KOR,2021/7/10,Pfizer/BioNTech,7550271
KOR,2021/7/11,Johnson&Johnson,1164291
KOR,2021/7/11,Moderna,132480
KOR,2021/7/11,Oxford/AstraZeneca,11184751
KOR,2021/7/11,Pfizer/BioNTech,7552912
KOR,2021/7/12,Johnson&Johnson,1164363
KOR,2021/7/12,Moderna,133061
KOR,2021/7/12,Oxford/AstraZeneca,11188943
KOR,2021/7/12,Pfizer/BioNTech,7673924
KOR,2021/7/13,Johnson&Johnson,1164467
KOR,2021/7/13,Moderna,133852
KOR,2021/7/13,Oxford/AstraZeneca,11194913
KOR,2021/7/13,Pfizer/BioNTech,7886061
KOR,2021/7/14,Johnson&Johnson,1164558
KOR,2021/7/14,Moderna,135020
KOR,2021/7/14,Oxford/AstraZeneca,11202955
KOR,2021/7/14,Pfizer/BioNTech,8111968
KOR,2021/7/15,Johnson&Johnson,1164661
KOR,2021/7/15,Moderna,135587
KOR,2021/7/15,Oxford/AstraZeneca,11216264
KOR,2021/7/15,Pfizer/BioNTech,8364916
KOR,2021/7/16,Johnson&Johnson,1164779
KOR,2021/7/16,Moderna,136237
KOR,2021/7/16,Oxford/AstraZeneca,11232643
KOR,2021/7/16,Pfizer/BioNTech,8668081
KOR,2021/7/17,Johnson&Johnson,1164841
KOR,2021/7/17,Moderna,136618
KOR,2021/7/17,Oxford/AstraZeneca,11232982
KOR,2021/7/17,Pfizer/BioNTech,8740359
KOR,2021/7/18,Johnson&Johnson,1164864
KOR,2021/7/18,Moderna,136881
KOR,2021/7/18,Oxford/AstraZeneca,11233098
KOR,2021/7/18,Pfizer/BioNTech,8744341
KOR,2021/7/19,Johnson&Johnson,1164993
KOR,2021/7/19,Moderna,137801
KOR,2021/7/19,Oxford/AstraZeneca,11238003
KOR,2021/7/19,Pfizer/BioNTech,8970978
KOR,2021/7/20,Johnson&Johnson,1165108
KOR,2021/7/20,Moderna,139378
KOR,2021/7/20,Oxford/AstraZeneca,11244401
KOR,2021/7/20,Pfizer/BioNTech,9175879
KOR,2021/7/21,Johnson&Johnson,1165243
KOR,2021/7/21,Moderna,142372
KOR,2021/7/21,Oxford/AstraZeneca,11249069
KOR,2021/7/21,Pfizer/BioNTech,9348720
KOR,2021/7/22,Johnson&Johnson,1165318
KOR,2021/7/22,Moderna,144644
KOR,2021/7/22,Oxford/AstraZeneca,11255366
KOR,2021/7/22,Pfizer/BioNTech,9541933
KOR,2021/7/23,Johnson&Johnson,1165441
KOR,2021/7/23,Moderna,153821
KOR,2021/7/23,Oxford/AstraZeneca,11262725
KOR,2021/7/23,Pfizer/BioNTech,9733384
KOR,2021/7/24,Johnson&Johnson,1165516
KOR,2021/7/24,Moderna,154896
KOR,2021/7/24,Oxford/AstraZeneca,11262964
KOR,2021/7/24,Pfizer/BioNTech,9774209
KOR,2021/7/25,Johnson&Johnson,1165561
KOR,2021/7/25,Moderna,155147
KOR,2021/7/25,Oxford/AstraZeneca,11263154
KOR,2021/7/25,Pfizer/BioNTech,9776837
KOR,2021/7/26,Johnson&Johnson,1165796
KOR,2021/7/26,Moderna,435415
KOR,2021/7/26,Oxford/AstraZeneca,11266381
KOR,2021/7/26,Pfizer/BioNTech,10177773
KOR,2021/7/27,Johnson&Johnson,1165943
KOR,2021/7/27,Moderna,585305
KOR,2021/7/27,Oxford/AstraZeneca,11269107
KOR,2021/7/27,Pfizer/BioNTech,10456790
KOR,2021/7/28,Johnson&Johnson,1166074
KOR,2021/7/28,Moderna,684381
KOR,2021/7/28,Oxford/AstraZeneca,11271519
KOR,2021/7/28,Pfizer/BioNTech,10879047
KOR,2021/7/29,Johnson&Johnson,1166207
KOR,2021/7/29,Moderna,771838
KOR,2021/7/29,Oxford/AstraZeneca,11275225
KOR,2021/7/29,Pfizer/BioNTech,11180418
KOR,2021/7/30,Johnson&Johnson,1166336
KOR,2021/7/30,Moderna,896052
KOR,2021/7/30,Oxford/AstraZeneca,11278799
KOR,2021/7/30,Pfizer/BioNTech,11611256
KOR,2021/7/31,Johnson&Johnson,1166399
KOR,2021/7/31,Moderna,965917
KOR,2021/7/31,Oxford/AstraZeneca,11279094
KOR,2021/7/31,Pfizer/BioNTech,11771835
KOR,2021/8/1,Johnson&Johnson,1166430
KOR,2021/8/1,Moderna,974494
KOR,2021/8/1,Oxford/AstraZeneca,11279220
KOR,2021/8/1,Pfizer/BioNTech,11793022
KOR,2021/8/2,Johnson&Johnson,1166576
KOR,2021/8/2,Moderna,991759
KOR,2021/8/2,Oxford/AstraZeneca,11282400
KOR,2021/8/2,Pfizer/BioNTech,12286151
KOR,2021/8/3,Johnson&Johnson,1166680
KOR,2021/8/3,Moderna,1003373
KOR,2021/8/3,Oxford/AstraZeneca,11286932
KOR,2021/8/3,Pfizer/BioNTech,12598875
KOR,2021/8/4,Johnson&Johnson,1166829
KOR,2021/8/4,Moderna,1012895
KOR,2021/8/4,Oxford/AstraZeneca,11290943
KOR,2021/8/4,Pfizer/BioNTech,12862869
KOR,2021/8/5,Johnson&Johnson,1166929
KOR,2021/8/5,Moderna,1023551
KOR,2021/8/5,Oxford/AstraZeneca,11308041
KOR,2021/8/5,Pfizer/BioNTech,13156815
KOR,2021/8/6,Johnson&Johnson,1167012
KOR,2021/8/6,Moderna,1039212
KOR,2021/8/6,Oxford/AstraZeneca,11324367
KOR,2021/8/6,Pfizer/BioNTech,13538206
KOR,2021/8/7,Johnson&Johnson,1167065
KOR,2021/8/7,Moderna,1042994
KOR,2021/8/7,Oxford/AstraZeneca,11326361
KOR,2021/8/7,Pfizer/BioNTech,13691819
KOR,2021/8/8,Johnson&Johnson,1167087
KOR,2021/8/8,Moderna,1043609
KOR,2021/8/8,Oxford/AstraZeneca,11327350
KOR,2021/8/8,Pfizer/BioNTech,13721827
KOR,2021/8/9,Johnson&Johnson,1167161
KOR,2021/8/9,Moderna,1059021
KOR,2021/8/9,Oxford/AstraZeneca,11403319
KOR,2021/8/9,Pfizer/BioNTech,14240080
KOR,2021/8/10,Johnson&Johnson,1167254
KOR,2021/8/10,Moderna,1069280
KOR,2021/8/10,Oxford/AstraZeneca,11459721
KOR,2021/8/10,Pfizer/BioNTech,14605994
KOR,2021/8/11,Johnson&Johnson,1167308
KOR,2021/8/11,Moderna,1077115
KOR,2021/8/11,Oxford/AstraZeneca,11508487
KOR,2021/8/11,Pfizer/BioNTech,14891013
KOR,2021/8/12,Johnson&Johnson,1167359
KOR,2021/8/12,Moderna,1082047
KOR,2021/8/12,Oxford/AstraZeneca,12074858
KOR,2021/8/12,Pfizer/BioNTech,15190319
KOR,2021/8/13,Johnson&Johnson,1167438
KOR,2021/8/13,Moderna,1089697
KOR,2021/8/13,Oxford/AstraZeneca,12546977
KOR,2021/8/13,Pfizer/BioNTech,15571574
KOR,2021/8/14,Johnson&Johnson,1167475
KOR,2021/8/14,Moderna,1093235
KOR,2021/8/14,Oxford/AstraZeneca,12700588
KOR,2021/8/14,Pfizer/BioNTech,15740387
KOR,2021/8/15,Johnson&Johnson,1167522
KOR,2021/8/15,Moderna,1093509
KOR,2021/8/15,Oxford/AstraZeneca,12704987
KOR,2021/8/15,Pfizer/BioNTech,15760774
KOR,2021/8/16,Johnson&Johnson,1167598
KOR,2021/8/16,Moderna,1406749
KOR,2021/8/16,Oxford/AstraZeneca,12935497
KOR,2021/8/16,Pfizer/BioNTech,16143489
KOR,2021/8/17,Johnson&Johnson,1167666
KOR,2021/8/17,Moderna,1671178
KOR,2021/8/17,Oxford/AstraZeneca,13385698
KOR,2021/8/17,Pfizer/BioNTech,16644796
KOR,2021/8/18,Johnson&Johnson,1167747
KOR,2021/8/18,Moderna,1845771
KOR,2021/8/18,Oxford/AstraZeneca,13680648
KOR,2021/8/18,Pfizer/BioNTech,17015710
KOR,2021/8/19,Johnson&Johnson,1167819
KOR,2021/8/19,Moderna,2024821
KOR,2021/8/19,Oxford/AstraZeneca,13949784
KOR,2021/8/19,Pfizer/BioNTech,17364001
KOR,2021/8/20,Johnson&Johnson,1167890
KOR,2021/8/20,Moderna,2278940
KOR,2021/8/20,Oxford/AstraZeneca,14259775
KOR,2021/8/20,Pfizer/BioNTech,17822000
KOR,2021/8/21,Johnson&Johnson,1167923
KOR,2021/8/21,Moderna,2430210
KOR,2021/8/21,Oxford/AstraZeneca,14381831
KOR,2021/8/21,Pfizer/BioNTech,18037369
KOR,2021/8/22,Johnson&Johnson,1167940
KOR,2021/8/22,Moderna,2443485
KOR,2021/8/22,Oxford/AstraZeneca,14384367
